time,x,y,z
50.836,9.161,15.919,15.655
50.856,10.571,17.792,18.108
50.876,12.042,19.309,21.300
50.896,13.462,20.144,25.146
50.911,14.388,20.116,28.256
50.926,15.135,19.423,31.406
50.941,15.632,18.029,34.374
50.955,15.823,15.987,36.936
50.970,15.672,13.439,38.878
50.985,15.172,10.632,40.079
51.000,14.348,7.813,40.517
51.015,13.258,5.183,40.255
51.030,11.935,2.830,39.404
51.045,10.500,0.943,38.141
51.060,9.038,-0.460,36.630
51.076,7.617,-1.435,35.028
51.091,6.262,-2.081,33.418
51.107,5.031,-2.454,31.865
51.122,3.937,-2.631,30.397
51.138,2.986,-2.680,29.023
51.159,1.918,-2.637,27.315
51.180,1.066,-2.538,25.753
51.201,0.395,-2.442,24.317
51.222,-0.134,-2.382,22.990
51.242,-0.545,-2.372,21.804
51.262,-0.884,-2.421,20.697
51.282,-1.172,-2.535,19.666
51.302,-1.434,-2.716,18.706
51.322,-1.692,-2.965,17.815
51.343,-1.955,-3.290,16.995
51.363,-2.234,-3.701,16.251
51.383,-2.546,-4.204,15.587
51.407,-2.986,-4.946,14.907
51.431,-3.511,-5.865,14.384
51.456,-4.138,-6.990,14.060
51.480,-4.897,-8.338,13.993
51.507,-5.929,-10.113,14.317
51.534,-7.178,-12.169,15.234
51.561,-8.642,-14.389,16.933
51.589,-10.274,-16.487,19.586
51.605,-11.320,-17.537,21.745
51.622,-12.338,-18.228,24.269
51.639,-13.268,-18.416,27.065
51.656,-14.037,-17.988,29.971
51.672,-14.572,-16.872,32.771
51.689,-14.800,-15.129,35.203
51.706,-14.675,-12.902,37.054
51.723,-14.199,-10.379,38.195
51.738,-13.476,-8.001,38.582
51.754,-12.526,-5.776,38.382
51.769,-11.414,-3.834,37.697
51.784,-10.207,-2.247,36.661
51.801,-8.909,-0.971,35.348
51.817,-7.644,-0.068,33.912
51.833,-6.458,0.517,32.441
51.850,-5.383,0.856,30.995
51.869,-4.241,1.046,29.308
51.889,-3.286,1.065,27.720
51.909,-2.508,0.985,26.234
51.929,-1.889,0.860,24.843
51.952,-1.332,0.696,23.320
51.975,-0.924,0.540,21.902
51.999,-0.638,0.409,20.578
52.022,-0.438,0.305,19.337
52.045,-0.290,0.219,18.178
52.068,-0.189,0.156,17.090
52.091,-0.125,0.114,16.068
52.114,-0.083,0.086,15.107
52.139,-0.048,0.062,14.161
52.163,-0.024,0.047,13.275
52.187,-0.011,0.041,12.444
52.211,-0.002,0.039,11.665
52.241,0.010,0.038,10.784
52.270,0.019,0.043,9.969
52.300,0.025,0.055,9.216
52.329,0.033,0.072,8.520
52.367,0.052,0.098,7.712
52.404,0.074,0.139,6.981
52.441,0.103,0.204,6.320
52.479,0.147,0.300,5.722
52.524,0.243,0.466,5.074
52.569,0.384,0.748,4.503
52.615,0.596,1.233,4.010
52.660,0.960,2.018,3.608
52.690,1.333,2.772,3.413
52.720,1.842,3.827,3.299
52.749,2.539,5.296,3.328
52.779,3.505,7.307,3.618
52.802,4.475,9.283,4.136
52.825,5.702,11.739,5.068
52.847,7.230,14.689,6.641
52.870,9.087,18.027,9.181
52.886,10.623,20.532,11.819
52.903,12.299,22.880,15.301
52.919,14.048,24.750,19.689
52.935,15.751,25.732,24.886
52.947,16.897,25.620,29.125
52.959,17.846,24.621,33.428
52.972,18.514,22.677,37.510
52.984,18.831,19.842,41.077
52.996,18.748,16.290,43.839
53.008,18.242,12.341,45.623
53.020,17.330,8.328,46.386
53.032,16.072,4.531,46.198
53.044,14.571,1.223,45.264
53.056,12.899,-1.511,43.812
53.068,11.144,-3.632,42.049
53.080,9.381,-5.187,40.173
53.092,7.650,-6.280,38.311
53.105,6.015,-6.981,36.551
53.117,4.504,-7.385,34.937
53.129,3.133,-7.580,33.486
53.148,1.270,-7.628,31.525
53.167,-0.263,-7.511,29.898
53.186,-1.507,-7.349,28.541
53.205,-2.507,-7.214,27.401
53.227,-3.420,-7.136,26.312
53.248,-4.148,-7.155,25.407
53.270,-4.738,-7.281,24.663
53.291,-5.248,-7.514,24.063
53.311,-5.686,-7.814,23.629
53.331,-6.106,-8.187,23.322
53.351,-6.520,-8.621,23.146
53.371,-6.942,-9.101,23.108
53.394,-7.454,-9.692,23.242
53.418,-7.984,-10.285,23.584
53.441,-8.521,-10.836,24.136
53.464,-9.051,-11.295,24.882
53.492,-9.658,-11.653,26.006
53.521,-10.164,-11.707,27.273
53.549,-10.509,-11.404,28.546
53.577,-10.649,-10.752,29.674
53.603,-10.574,-9.894,30.455
53.630,-10.301,-8.910,30.893
53.656,-9.858,-7.915,30.959
53.682,-9.295,-7.007,30.676
53.711,-8.604,-6.189,30.042
53.740,-7.914,-5.625,29.158
53.770,-7.292,-5.332,28.117
53.799,-6.784,-5.275,27.035
53.827,-6.429,-5.394,26.040
53.854,-6.209,-5.668,25.108
53.882,-6.126,-6.076,24.279
53.910,-6.179,-6.601,23.585
53.941,-6.381,-7.296,23.014
53.972,-6.730,-8.100,22.691
54.002,-7.216,-8.981,22.663
54.033,-7.811,-9.889,22.972
54.064,-8.481,-10.757,23.643
54.094,-9.183,-11.461,24.680
54.125,-9.851,-11.871,26.027
54.156,-10.399,-11.880,27.545
54.186,-10.737,-11.424,28.999
54.215,-10.817,-10.588,30.196
54.245,-10.609,-9.510,30.966
54.275,-10.153,-8.306,31.241
54.301,-9.609,-7.291,31.089
54.327,-8.976,-6.424,30.611
54.353,-8.314,-5.760,29.872
54.378,-7.678,-5.320,28.972
54.406,-7.077,-5.079,27.934
54.434,-6.589,-5.051,26.869
54.461,-6.234,-5.209,25.834
54.489,-6.022,-5.516,24.873
54.521,-5.950,-6.033,23.884
54.553,-6.064,-6.707,23.092
54.586,-6.360,-7.520,22.550
54.618,-6.818,-8.449,22.315
54.651,-7.430,-9.493,22.447
54.685,-8.168,-10.535,23.033
54.718,-8.985,-11.441,24.097
54.751,-9.787,-12.045,25.584
54.776,-10.303,-12.188,26.868
54.801,-10.701,-12.013,28.193
54.825,-10.933,-11.507,29.433
54.850,-10.970,-10.705,30.466
54.874,-10.800,-9.688,31.182
54.899,-10.434,-8.583,31.519
54.923,-9.907,-7.509,31.470
54.948,-9.273,-6.560,31.075
54.976,-8.505,-5.715,30.321
55.003,-7.754,-5.147,29.336
55.031,-7.082,-4.860,28.212
55.059,-6.533,-4.808,27.059
55.086,-6.138,-4.928,25.981
55.113,-5.883,-5.200,24.968
55.140,-5.769,-5.605,24.053
55.166,-5.792,-6.125,23.265
55.196,-5.965,-6.819,22.579
55.226,-6.288,-7.633,22.124
55.255,-6.756,-8.548,21.946
55.285,-7.349,-9.530,22.094
55.314,-8.040,-10.528,22.610
55.344,-8.800,-11.437,23.529
55.374,-9.576,-12.125,24.840
55.403,-10.285,-12.455,26.447
55.427,-10.745,-12.373,27.844
55.451,-11.051,-11.950,29.195
55.475,-11.162,-11.206,30.367
55.498,-11.062,-10.206,31.247
55.522,-10.755,-9.058,31.755
55.546,-10.268,-7.896,31.863
55.570,-9.646,-6.830,31.593
55.594,-8.948,-5.940,31.012
55.621,-8.134,-5.186,30.089
55.648,-7.371,-4.723,28.986
55.675,-6.712,-4.537,27.794
55.702,-6.194,-4.569,26.604
55.729,-5.830,-4.760,25.484
55.756,-5.615,-5.096,24.445
55.783,-5.547,-5.558,23.520
55.810,-5.620,-6.135,22.736
55.839,-5.839,-6.870,22.087
55.867,-6.204,-7.722,21.672
55.896,-6.708,-8.675,21.537
55.925,-7.334,-9.696,21.732
55.954,-8.057,-10.734,22.299
55.982,-8.850,-11.682,23.279
56.011,-9.660,-12.407,24.660
56.040,-10.404,-12.766,26.351
56.063,-10.893,-12.695,27.828
56.086,-11.227,-12.268,29.265
56.109,-11.362,-11.501,30.526
56.132,-11.280,-10.457,31.492
56.155,-10.982,-9.246,32.073
56.178,-10.491,-8.009,32.239
56.201,-9.855,-6.861,32.008
56.225,-9.129,-5.890,31.445
56.251,-8.271,-5.050,30.521
56.277,-7.455,-4.513,29.399
56.304,-6.737,-4.264,28.173
56.330,-6.156,-4.242,26.939
56.356,-5.730,-4.384,25.768
56.382,-5.452,-4.673,24.668
56.409,-5.320,-5.086,23.667
56.435,-5.327,-5.612,22.790
56.463,-5.480,-6.299,22.011
56.491,-5.781,-7.110,21.440
56.519,-6.227,-8.036,21.120
56.548,-6.805,-9.062,21.102
56.576,-7.497,-10.154,21.436
56.604,-8.289,-11.237,22.180
56.632,-9.143,-12.195,23.361
56.660,-9.991,-12.885,24.943
56.683,-10.615,-13.134,26.446
56.706,-11.123,-13.026,28.034
56.729,-11.462,-12.527,29.572
56.751,-11.591,-11.657,30.917
56.774,-11.486,-10.493,31.927
56.797,-11.149,-9.177,32.514
56.820,-10.606,-7.851,32.652
56.842,-9.911,-6.630,32.369
56.868,-9.032,-5.492,31.661
56.893,-8.132,-4.665,30.647
56.919,-7.287,-4.158,29.437
56.944,-6.550,-3.925,28.160
56.969,-5.971,-3.895,26.950
56.994,-5.531,-4.029,25.776
57.018,-5.230,-4.296,24.669
57.043,-5.067,-4.675,23.650
57.078,-5.044,-5.382,22.399
57.113,-5.268,-6.281,21.412
57.147,-5.738,-7.360,20.755
57.182,-6.420,-8.628,20.525
57.211,-7.132,-9.820,20.738
57.240,-7.973,-11.048,21.401
57.270,-8.909,-12.197,22.566
57.299,-9.870,-13.096,24.224
57.321,-10.570,-13.491,25.793
57.344,-11.169,-13.519,27.506
57.366,-11.607,-13.122,29.224
57.389,-11.832,-12.299,30.788
57.411,-11.809,-11.111,32.029
57.434,-11.527,-9.708,32.829
57.456,-11.006,-8.249,33.136
57.479,-10.299,-6.867,32.967
57.504,-9.385,-5.560,32.329
57.529,-8.422,-4.575,31.333
57.554,-7.496,-3.936,30.097
57.579,-6.668,-3.598,28.771
57.602,-6.006,-3.490,27.520
57.626,-5.480,-3.554,26.296
57.650,-5.092,-3.756,25.126
57.673,-4.842,-4.068,24.032
57.705,-4.701,-4.635,22.714
57.737,-4.776,-5.360,21.590
57.769,-5.063,-6.240,20.701
57.800,-5.538,-7.294,20.109
57.829,-6.124,-8.422,19.887
57.858,-6.866,-9.680,20.049
57.887,-7.752,-11.007,20.673
57.916,-8.747,-12.292,21.823
57.939,-9.576,-13.176,23.137
57.963,-10.390,-13.799,24.777
57.986,-11.125,-14.038,26.663
58.009,-11.711,-13.804,28.648
58.032,-12.075,-13.038,30.534
58.055,-12.156,-11.825,32.097
58.078,-11.925,-10.310,33.166
58.101,-11.408,-8.644,33.662
58.122,-10.734,-7.155,33.619
58.143,-9.922,-5.839,33.159
58.164,-9.041,-4.770,32.364
58.185,-8.149,-3.976,31.351
58.207,-7.257,-3.418,30.158
58.230,-6.457,-3.111,28.902
58.252,-5.776,-3.012,27.638
58.274,-5.228,-3.070,26.405
58.301,-4.740,-3.295,24.976
58.328,-4.438,-3.659,23.649
58.355,-4.311,-4.139,22.443
58.383,-4.343,-4.731,21.378
58.411,-4.526,-5.470,20.450
58.439,-4.863,-6.347,19.726
58.466,-5.356,-7.372,19.250
58.494,-5.999,-8.551,19.083
58.522,-6.785,-9.871,19.292
58.550,-7.717,-11.278,19.976
58.578,-8.767,-12.660,21.213
58.606,-9.875,-13.831,23.030
58.628,-10.719,-14.446,24.822
58.650,-11.477,-14.655,26.846
58.672,-12.076,-14.358,28.954
58.694,-12.446,-13.524,30.952
58.715,-12.532,-12.190,32.618
58.737,-12.306,-10.533,33.778
58.759,-11.777,-8.757,34.344
58.781,-11.003,-7.025,34.313
58.803,-10.024,-5.438,33.751
58.826,-8.959,-4.191,32.775
58.848,-7.900,-3.318,31.516
58.871,-6.913,-2.782,30.134
58.893,-6.076,-2.515,28.795
58.915,-5.370,-2.443,27.468
58.936,-4.802,-2.522,26.184
58.958,-4.372,-2.709,24.960
58.986,-4.009,-3.068,23.505
59.013,-3.835,-3.538,22.175
59.041,-3.836,-4.109,20.985
59.069,-3.991,-4.797,19.954
59.098,-4.297,-5.656,19.084
59.126,-4.763,-6.681,18.450
59.155,-5.397,-7.886,18.111
59.183,-6.198,-9.278,18.149
59.213,-7.206,-10.899,18.690
59.243,-8.387,-12.586,19.898
59.273,-9.693,-14.125,21.873
59.303,-11.001,-15.180,24.583
59.322,-11.766,-15.414,26.643
59.342,-12.394,-15.184,28.795
59.361,-12.823,-14.448,30.872
59.380,-13.003,-13.228,32.698
59.400,-12.903,-11.618,34.097
59.419,-12.516,-9.800,34.959
59.438,-11.870,-7.958,35.254
59.458,-11.021,-6.239,35.016
59.479,-9.912,-4.598,34.248
59.501,-8.741,-3.353,33.096
59.523,-7.599,-2.515,31.700
59.545,-6.552,-2.023,30.220
59.565,-5.678,-1.788,28.825
59.586,-4.942,-1.735,27.459
59.607,-4.346,-1.814,26.146
59.628,-3.886,-1.988,24.896
59.654,-3.477,-2.307,23.401
59.681,-3.249,-2.712,22.021
59.707,-3.184,-3.192,20.762
59.734,-3.258,-3.759,19.632
59.761,-3.459,-4.461,18.619
59.788,-3.796,-5.300,17.778
59.815,-4.279,-6.299,17.145
59.843,-4.909,-7.489,16.774
59.871,-5.737,-8.964,16.743
59.900,-6.760,-10.662,17.205
59.929,-7.974,-12.507,18.302
59.957,-9.342,-14.308,20.165
59.976,-10.301,-15.342,21.879
59.995,-11.249,-16.089,23.953
60.015,-12.126,-16.414,26.313
60.034,-12.862,-16.203,28.817
60.053,-13.383,-15.375,31.269
60.072,-13.616,-13.975,33.418
60.091,-13.514,-12.128,35.057
60.110,-13.079,-10.000,36.059
60.127,-12.420,-8.004,36.381
60.145,-11.558,-6.139,36.175
60.162,-10.555,-4.523,35.528
60.180,-9.479,-3.219,34.563
60.199,-8.306,-2.168,33.308
60.217,-7.185,-1.458,31.930
60.236,-6.161,-1.037,30.511
60.255,-5.261,-0.833,29.109
60.277,-4.369,-0.779,27.511
60.300,-3.659,-0.871,25.993
60.322,-3.119,-1.055,24.562
60.344,-2.730,-1.296,23.219
60.372,-2.415,-1.659,21.652
60.400,-2.274,-2.074,20.213
60.428,-2.291,-2.540,18.902
60.456,-2.431,-3.091,17.721
60.480,-2.635,-3.670,16.811
60.505,-2.932,-4.356,16.019
60.529,-3.329,-5.174,15.364
60.553,-3.835,-6.154,14.877
60.584,-4.636,-7.635,14.571
60.614,-5.665,-9.459,14.720
60.644,-6.945,-11.613,15.509
60.674,-8.479,-13.953,17.173
60.693,-9.560,-15.405,18.784
60.712,-10.693,-16.679,20.883
60.732,-11.823,-17.603,23.453
60.751,-12.872,-17.989,26.397
60.770,-13.750,-17.650,29.536
60.789,-14.341,-16.512,32.548
60.808,-14.553,-14.626,35.107
60.827,-14.345,-12.151,36.966
60.843,-13.840,-9.814,37.860
60.859,-13.061,-7.493,38.110
60.875,-12.065,-5.361,37.782
60.892,-10.921,-3.539,36.991
60.909,-9.628,-2.004,35.815
60.926,-8.331,-0.879,34.428
60.943,-7.093,-0.127,32.942
60.960,-5.957,0.330,31.449
60.979,-4.835,0.597,29.835
60.998,-3.879,0.675,28.296
61.018,-3.086,0.633,26.843
61.037,-2.445,0.524,25.477
61.060,-1.848,0.352,23.935
61.083,-1.412,0.166,22.497
61.106,-1.108,-0.012,21.153
61.129,-0.904,-0.180,19.893
61.153,-0.762,-0.353,18.646
61.178,-0.688,-0.520,17.480
61.202,-0.674,-0.685,16.390
61.227,-0.702,-0.864,15.371
61.251,-0.758,-1.073,14.426
61.275,-0.851,-1.318,13.546
61.299,-0.985,-1.611,12.730
61.323,-1.160,-1.972,11.978
61.354,-1.455,-2.561,11.122
61.385,-1.854,-3.345,10.387
61.416,-2.388,-4.393,9.808
61.447,-3.104,-5.786,9.447
61.471,-3.820,-7.159,9.383
61.494,-4.711,-8.849,9.592
61.518,-5.808,-10.887,10.197
61.542,-7.141,-13.256,11.374
61.566,-8.714,-15.868,13.323
61.590,-10.519,-18.484,16.343
61.614,-12.471,-20.652,20.587
61.638,-14.357,-21.692,25.931
61.652,-15.304,-21.465,29.373
61.665,-16.048,-20.499,32.803
61.679,-16.516,-18.778,35.976
61.693,-16.655,-16.376,38.656
61.707,-16.432,-13.468,40.626
61.721,-15.843,-10.329,41.780
61.735,-14.919,-7.226,42.117
61.749,-13.726,-4.369,41.720
61.763,-12.311,-1.867,40.736
61.777,-10.787,0.130,39.358
61.791,-9.238,1.615,37.754
61.806,-7.727,2.650,36.081
61.820,-6.252,3.353,34.386
61.835,-4.903,3.760,32.771
61.850,-3.698,3.956,31.267
61.865,-2.642,4.016,29.880
61.885,-1.433,3.981,28.165
61.905,-0.455,3.892,26.625
61.925,0.328,3.813,25.231
61.945,0.958,3.782,23.964
61.965,1.467,3.818,22.828
61.984,1.898,3.930,21.787
62.004,2.275,4.127,20.836
62.024,2.628,4.412,19.974
62.043,2.981,4.785,19.200
62.063,3.346,5.255,18.523
62.082,3.737,5.827,17.954
62.102,4.169,6.506,17.504
62.126,4.768,7.470,17.147
62.150,5.463,8.604,17.039
62.173,6.265,9.901,17.244
62.197,7.185,11.324,17.830
62.225,8.423,13.092,19.112
62.254,9.781,14.721,21.180
62.282,11.165,15.883,24.050
62.310,12.393,16.182,27.493
62.328,12.999,15.732,29.821
62.347,13.381,14.750,32.001
62.365,13.487,13.289,33.843
62.383,13.297,11.461,35.197
62.401,12.817,9.443,35.964
62.420,12.080,7.443,36.135
62.438,11.146,5.625,35.770
62.456,10.085,4.095,34.980
62.476,8.894,2.824,33.822
62.496,7.724,1.933,32.469
62.515,6.636,1.383,31.024
62.535,5.669,1.092,29.574
62.556,4.776,0.978,28.049
62.578,4.049,1.019,26.587
62.599,3.479,1.165,25.200
62.620,3.054,1.379,23.893
62.647,2.695,1.713,22.366
62.674,2.505,2.104,20.957
62.700,2.469,2.546,19.666
62.727,2.556,3.062,18.496
62.752,2.731,3.639,17.517
62.777,3.006,4.323,16.663
62.802,3.390,5.138,15.953
62.827,3.889,6.114,15.418
62.856,4.624,7.484,15.076
62.885,5.560,9.150,15.135
62.914,6.717,11.103,15.744
62.943,8.100,13.245,17.091
62.963,9.192,14.757,18.586
62.984,10.350,16.119,20.604
63.004,11.520,17.144,23.140
63.025,12.614,17.623,26.097
63.045,13.533,17.340,29.292
63.065,14.145,16.207,32.359
63.086,14.346,14.284,34.933
63.106,14.093,11.748,36.750
63.123,13.557,9.467,37.541
63.139,12.758,7.224,37.704
63.156,11.753,5.187,37.308
63.172,10.613,3.464,36.474
63.190,9.338,2.030,35.276
63.207,8.072,0.994,33.885
63.225,6.873,0.317,32.408
63.242,5.783,-0.083,30.930
63.262,4.709,-0.302,29.322
63.282,3.805,-0.343,27.788
63.302,3.064,-0.273,26.340
63.321,2.476,-0.141,24.977
63.345,1.939,0.059,23.439
63.369,1.561,0.275,22.005
63.393,1.316,0.490,20.666
63.417,1.169,0.706,19.413
63.441,1.092,0.940,18.220
63.465,1.083,1.189,17.106
63.489,1.139,1.460,16.070
63.514,1.247,1.775,15.109
63.539,1.407,2.170,14.196
63.564,1.628,2.650,13.367
63.589,1.921,3.241,12.629
63.614,2.297,3.976,11.997
63.648,2.974,5.263,11.356
63.682,3.897,7.010,11.050
63.716,5.131,9.330,11.278
63.750,6.763,12.236,12.384
63.769,7.883,14.095,13.567
63.788,9.142,16.027,15.295
63.808,10.516,17.881,17.663
63.827,11.949,19.428,20.715
63.846,13.357,20.391,24.426
63.865,14.601,20.407,28.557
63.884,15.524,19.235,32.720
63.904,15.978,16.866,36.436
63.919,15.914,14.158,38.779
63.935,15.433,11.087,40.262
63.951,14.559,7.972,40.840
63.967,13.366,5.063,40.573
63.983,11.957,2.563,39.649
63.999,10.428,0.588,38.281
64.014,8.878,-0.848,36.651
64.030,7.379,-1.817,34.944
64.046,6.015,-2.421,33.318
64.061,4.780,-2.760,31.760
64.077,3.686,-2.913,30.295
64.092,2.737,-2.947,28.931
64.113,1.678,-2.893,27.249
64.133,0.831,-2.797,25.715
64.154,0.162,-2.710,24.307
64.175,-0.368,-2.666,23.007
64.195,-0.794,-2.678,21.823
64.216,-1.150,-2.755,20.723
64.236,-1.456,-2.906,19.703
64.256,-1.741,-3.133,18.760
64.277,-2.026,-3.436,17.891
64.297,-2.323,-3.826,17.102
64.317,-2.643,-4.313,16.400
64.338,-3.003,-4.904,15.792
64.362,-3.510,-5.763,15.207
64.386,-4.114,-6.814,14.814
64.411,-4.835,-8.082,14.668
64.435,-5.697,-9.568,14.843
64.463,-6.869,-11.498,15.541
64.490,-8.255,-13.615,16.979
64.518,-9.823,-15.697,19.333
64.546,-11.466,-17.325,22.672
64.563,-12.460,-17.870,25.252
64.581,-13.336,-17.863,28.050
64.598,-14.015,-17.198,30.879
64.616,-14.423,-15.856,33.505
64.633,-14.502,-13.900,35.671
64.651,-14.220,-11.552,37.186
64.668,-13.584,-9.062,37.959
64.686,-12.650,-6.639,37.996
64.704,-11.463,-4.419,37.392
64.722,-10.143,-2.622,36.304
64.740,-8.786,-1.292,34.894
64.758,-7.470,-0.387,33.346
64.775,-6.285,0.170,31.838
64.793,-5.221,0.477,30.354
64.810,-4.294,0.601,28.926
64.828,-3.506,0.606,27.568
64.851,-2.669,0.505,25.889
64.874,-2.032,0.340,24.326
64.897,-1.565,0.154,22.868
64.920,-1.234,-0.031,21.506
64.942,-1.007,-0.208,20.260
64.965,-0.861,-0.376,19.091
64.987,-0.784,-0.538,17.992
65.009,-0.755,-0.701,16.959
65.032,-0.761,-0.880,15.988
65.054,-0.804,-1.077,15.077
65.077,-0.883,-1.301,14.224
65.099,-0.995,-1.565,13.428
65.127,-1.184,-1.974,12.513
65.155,-1.440,-2.495,11.691
65.183,-1.781,-3.165,10.972
65.211,-2.226,-4.033,10.376
65.240,-2.824,-5.184,9.934
65.269,-3.605,-6.686,9.726
65.297,-4.616,-8.616,9.871
65.326,-5.915,-11.019,10.571
65.347,-7.071,-13.060,11.583
65.368,-8.418,-15.294,13.194
65.389,-9.941,-17.576,15.558
65.410,-11.589,-19.631,18.798
65.425,-12.797,-20.758,21.696
65.440,-13.959,-21.376,25.008
65.455,-14.998,-21.308,28.593
65.470,-15.826,-20.428,32.231
65.485,-16.359,-18.674,35.629
65.500,-16.515,-16.172,38.467
65.515,-16.251,-13.147,40.504
65.530,-15.577,-9.852,41.616
65.544,-14.652,-6.895,41.827
65.557,-13.485,-4.197,41.380
65.571,-12.149,-1.893,40.416
65.585,-10.717,-0.042,39.107
65.599,-9.223,1.395,37.582
65.613,-7.766,2.413,35.982
65.626,-6.390,3.081,34.393
65.640,-5.125,3.482,32.873
65.659,-3.676,3.735,31.043
65.677,-2.442,3.790,29.376
65.695,-1.410,3.744,27.863
65.713,-0.561,3.663,26.486
65.734,0.224,3.583,25.050
65.754,0.852,3.549,23.742
65.775,1.357,3.588,22.547
65.796,1.781,3.710,21.451
65.818,2.187,3.933,20.392
65.840,2.567,4.264,19.439
65.862,2.942,4.712,18.599
65.884,3.343,5.280,17.877
65.906,3.799,5.978,17.283
65.928,4.318,6.819,16.849
65.950,4.914,7.812,16.610
65.972,5.603,8.956,16.606
65.998,6.548,10.474,16.970
66.024,7.647,12.140,17.854
66.050,8.881,13.833,19.369
66.076,10.201,15.333,21.583
66.096,11.174,16.142,23.657
66.115,12.081,16.533,26.034
66.134,12.850,16.376,28.577
66.153,13.404,15.601,31.090
66.172,13.675,14.200,33.328
66.191,13.608,12.326,35.062
66.210,13.191,10.186,36.144
66.230,12.462,7.975,36.524
66.248,11.540,5.998,36.287
66.266,10.468,4.305,35.573
66.284,9.324,2.964,34.507
66.302,8.177,1.982,33.235
66.321,7.059,1.303,31.847
66.340,6.041,0.897,30.429
66.358,5.145,0.706,29.031
66.377,4.383,0.665,27.680
66.402,3.580,0.760,25.988
66.426,2.985,0.964,24.402
66.451,2.573,1.231,22.922
66.476,2.316,1.542,21.545
66.498,2.189,1.864,20.364
66.521,2.158,2.222,19.266
66.544,2.214,2.623,18.251
66.566,2.347,3.083,17.323
66.589,2.551,3.624,16.486
66.612,2.834,4.260,15.752
66.634,3.201,5.013,15.134
66.657,3.661,5.908,14.657
66.689,4.482,7.428,14.293
66.721,5.551,9.336,14.411
66.752,6.901,11.626,15.225
66.784,8.538,14.136,17.015
66.803,9.633,15.607,18.670
66.822,10.780,16.896,20.819
66.841,11.924,17.825,23.446
66.860,12.985,18.204,26.450
66.879,13.871,17.843,29.649
66.897,14.467,16.668,32.713
66.916,14.678,14.731,35.313
66.935,14.463,12.199,37.196
66.951,13.950,9.818,38.095
66.967,13.161,7.455,38.344
66.983,12.152,5.287,38.008
66.999,10.993,3.434,37.206
67.016,9.688,1.876,36.020
67.033,8.377,0.733,34.624
67.050,7.124,-0.034,33.130
67.067,5.971,-0.505,31.632
67.086,4.826,-0.783,30.007
67.105,3.848,-0.870,28.460
67.124,3.033,-0.836,27.002
67.143,2.372,-0.735,25.632
67.165,1.752,-0.573,24.090
67.188,1.293,-0.402,22.652
67.211,0.967,-0.242,21.308
67.234,0.740,-0.099,20.048
67.258,0.570,0.041,18.789
67.282,0.465,0.164,17.611
67.307,0.416,0.271,16.508
67.331,0.402,0.377,15.476
67.355,0.408,0.494,14.523
67.379,0.439,0.622,13.631
67.403,0.495,0.769,12.797
67.427,0.574,0.946,12.017
67.456,0.705,1.226,11.121
67.486,0.886,1.591,10.305
67.516,1.130,2.075,9.572
67.546,1.456,2.720,8.931
67.577,1.921,3.631,8.381
67.608,2.550,4.872,7.992
67.639,3.397,6.554,7.855
67.671,4.541,8.787,8.138
67.693,5.594,10.779,8.744
67.715,6.877,13.127,9.861
67.738,8.406,15.766,11.693
67.760,10.169,18.492,14.479
67.776,11.477,20.230,17.043
67.791,12.826,21.656,20.186
67.806,14.151,22.546,23.866
67.822,15.363,22.672,27.935
67.837,16.357,21.824,32.149
67.852,17.012,19.942,36.104
67.867,17.227,17.122,39.409
67.883,16.956,13.590,41.773
67.896,16.343,10.313,42.896
67.909,15.407,7.081,43.205
67.922,14.205,4.112,42.795
67.935,12.811,1.555,41.820
67.948,11.288,-0.539,40.458
67.961,9.727,-2.137,38.881
67.974,8.192,-3.278,37.219
67.987,6.729,-4.045,35.578
68.002,5.164,-4.586,33.778
68.018,3.764,-4.851,32.118
68.033,2.537,-4.937,30.609
68.048,1.479,-4.920,29.244
68.067,0.376,-4.839,27.714
68.086,-0.521,-4.750,26.350
68.105,-1.248,-4.698,25.124
68.124,-1.845,-4.711,24.016
68.145,-2.385,-4.809,22.944
68.165,-2.852,-5.005,21.984
68.185,-3.274,-5.304,21.137
68.206,-3.681,-5.708,20.400
68.226,-4.104,-6.214,19.780
68.247,-4.551,-6.828,19.293
68.267,-5.037,-7.551,18.957
68.287,-5.576,-8.379,18.793
68.312,-6.299,-9.479,18.858
68.336,-7.117,-10.686,19.264
68.360,-8.022,-11.943,20.073
68.384,-8.999,-13.147,21.326
68.405,-9.894,-14.064,22.822
68.427,-10.766,-14.701,24.654
68.448,-11.554,-14.929,26.740
68.470,-12.186,-14.650,28.927
68.491,-12.592,-13.805,31.013
68.513,-12.704,-12.471,32.763
68.534,-12.492,-10.796,33.998
68.555,-11.975,-8.940,34.626
68.575,-11.279,-7.262,34.665
68.594,-10.426,-5.757,34.251
68.614,-9.481,-4.509,33.473
68.633,-8.508,-3.554,32.449
68.654,-7.503,-2.844,31.211
68.675,-6.581,-2.412,29.895
68.696,-5.774,-2.212,28.563
68.717,-5.098,-2.183,27.257
68.742,-4.457,-2.307,25.738
68.767,-4.004,-2.563,24.307
68.793,-3.721,-2.918,22.977
68.818,-3.592,-3.359,21.757
68.842,-3.594,-3.862,20.698
68.867,-3.714,-4.452,19.757
68.891,-3.950,-5.137,18.950
68.915,-4.296,-5.938,18.298
68.939,-4.751,-6.873,17.831
68.964,-5.326,-7.952,17.591
68.988,-6.027,-9.178,17.631
69.012,-6.856,-10.530,18.017
