time,x,y,z
33.705,0.133,1.668,21.257
33.729,0.471,1.679,19.938
33.753,0.745,1.762,18.715
33.778,0.975,1.928,17.584
33.802,1.199,2.173,16.538
33.824,1.424,2.466,15.653
33.846,1.670,2.844,14.841
33.868,1.950,3.320,14.108
33.891,2.280,3.909,13.462
33.917,2.756,4.766,12.832
33.943,3.345,5.850,12.376
33.969,4.075,7.205,12.153
33.995,4.984,8.863,12.253
34.024,6.232,11.052,12.888
34.053,7.775,13.613,14.347
34.082,9.604,16.328,16.916
34.111,11.611,18.653,20.831
34.127,12.720,19.481,23.601
34.143,13.747,19.772,26.688
34.159,14.614,19.380,29.927
34.174,15.241,18.235,33.088
34.190,15.552,16.335,35.891
34.206,15.491,13.862,38.076
34.222,15.037,11.058,39.477
34.238,14.224,8.162,40.037
34.253,13.188,5.582,39.854
34.268,11.960,3.330,39.112
34.283,10.620,1.498,37.960
34.298,9.242,0.100,36.566
34.314,7.869,-0.917,35.052
34.329,6.571,-1.593,33.515
34.344,5.382,-1.996,32.013
34.360,4.320,-2.204,30.582
34.380,3.087,-2.290,28.767
34.401,2.082,-2.241,27.099
34.422,1.279,-2.138,25.564
34.443,0.648,-2.034,24.147
34.467,0.068,-1.944,22.603
34.492,-0.372,-1.917,21.182
34.516,-0.705,-1.972,19.873
34.541,-0.985,-2.109,18.661
34.562,-1.222,-2.294,17.672
34.584,-1.456,-2.551,16.756
34.605,-1.698,-2.890,15.913
34.627,-1.968,-3.317,15.146
34.651,-2.324,-3.912,14.382
34.675,-2.747,-4.660,13.738
34.699,-3.256,-5.589,13.241
34.723,-3.877,-6.726,12.929
34.750,-4.747,-8.286,12.871
34.778,-5.827,-10.190,13.252
34.805,-7.141,-12.416,14.252
34.832,-8.697,-14.825,16.093
34.851,-9.853,-16.405,17.904
34.869,-11.066,-17.797,20.243
34.887,-12.281,-18.806,23.099
34.905,-13.414,-19.225,26.367
34.923,-14.369,-18.843,29.857
34.942,-15.021,-17.569,33.212
34.960,-15.268,-15.454,36.070
34.978,-15.063,-12.678,38.153
34.993,-14.544,-10.103,39.149
35.008,-13.737,-7.540,39.458
35.023,-12.694,-5.176,39.146
35.039,-11.488,-3.141,38.339
35.054,-10.145,-1.445,37.149
35.070,-8.783,-0.175,35.742
35.086,-7.466,0.704,34.234
35.101,-6.236,1.268,32.720
35.119,-4.986,1.631,31.069
35.137,-3.898,1.782,29.504
35.154,-2.972,1.796,28.037
35.172,-2.201,1.735,26.666
35.193,-1.451,1.619,25.122
35.215,-0.870,1.497,23.690
35.236,-0.425,1.399,22.356
35.258,-0.083,1.338,21.108
35.282,0.229,1.316,19.778
35.307,0.474,1.357,18.541
35.331,0.671,1.467,17.393
35.355,0.855,1.644,16.325
35.378,1.037,1.860,15.415
35.400,1.232,2.144,14.570
35.423,1.450,2.508,13.793
35.445,1.706,2.963,13.088
35.472,2.080,3.638,12.355
35.498,2.546,4.503,11.751
35.525,3.129,5.608,11.315
35.551,3.865,6.996,11.107
35.580,4.898,8.887,11.250
35.609,6.214,11.245,11.978
35.638,7.847,14.020,13.568
35.668,9.787,16.928,16.374
35.683,10.944,18.387,18.539
35.699,12.128,19.576,21.178
35.715,13.282,20.321,24.249
35.731,14.333,20.447,27.630
35.747,15.196,19.798,31.128
35.763,15.772,18.322,34.434
35.778,15.982,16.086,37.248
35.794,15.786,13.256,39.330
35.808,15.267,10.468,40.433
35.823,14.448,7.681,40.814
35.837,13.381,5.094,40.541
35.851,12.134,2.844,39.740
35.865,10.741,0.957,38.538
35.880,9.313,-0.483,37.103
35.894,7.914,-1.506,35.559
35.909,6.590,-2.186,34.007
35.925,5.217,-2.650,32.313
35.942,4.001,-2.872,30.717
35.958,2.948,-2.937,29.233
35.975,2.054,-2.910,27.859
35.995,1.147,-2.825,26.300
36.015,0.425,-2.731,24.870
36.036,-0.147,-2.666,23.552
36.056,-0.607,-2.653,22.331
36.081,-1.079,-2.717,20.932
36.107,-1.471,-2.890,19.657
36.132,-1.812,-3.189,18.506
36.157,-2.154,-3.613,17.471
36.178,-2.478,-4.067,16.692
36.199,-2.838,-4.632,16.011
36.221,-3.246,-5.321,15.441
36.242,-3.721,-6.146,15.004
36.267,-4.396,-7.319,14.692
36.292,-5.211,-8.732,14.675
36.318,-6.184,-10.387,15.050
36.343,-7.332,-12.240,15.940
36.366,-8.507,-13.991,17.282
36.388,-9.796,-15.675,19.262
36.411,-11.143,-17.063,21.924
36.434,-12.442,-17.861,25.190
36.450,-13.273,-17.885,27.816
36.466,-13.937,-17.340,30.481
36.483,-14.367,-16.194,32.990
36.499,-14.517,-14.497,35.146
36.516,-14.354,-12.372,36.763
36.532,-13.877,-10.037,37.740
36.548,-13.112,-7.701,38.057
36.565,-12.120,-5.536,37.771
36.582,-10.890,-3.556,36.944
36.600,-9.576,-2.002,35.739
36.617,-8.261,-0.884,34.302
36.635,-7.010,-0.142,32.779
36.653,-5.858,0.315,31.261
36.670,-4.838,0.547,29.782
36.688,-3.957,0.618,28.368
36.705,-3.218,0.587,27.026
36.728,-2.459,0.463,25.415
36.751,-1.884,0.292,23.912
36.773,-1.465,0.109,22.507
36.796,-1.168,-0.071,21.192
36.823,-0.918,-0.291,19.688
36.851,-0.782,-0.499,18.297
36.879,-0.748,-0.692,17.009
36.907,-0.774,-0.901,15.816
36.929,-0.820,-1.109,14.899
36.952,-0.903,-1.348,14.042
36.975,-1.023,-1.628,13.244
36.998,-1.183,-1.966,12.505
37.027,-1.455,-2.518,11.641
37.057,-1.820,-3.241,10.891
37.087,-2.306,-4.190,10.281
37.116,-2.948,-5.436,9.860
37.139,-3.577,-6.642,9.715
37.162,-4.350,-8.113,9.787
37.184,-5.294,-9.880,10.165
37.207,-6.437,-11.949,10.977
37.230,-7.792,-14.280,12.377
37.252,-9.368,-16.758,14.594
37.275,-11.126,-19.110,17.808
37.298,-12.949,-20.873,22.082
37.313,-14.099,-21.423,25.432
37.328,-15.115,-21.273,29.024
37.343,-15.909,-20.296,32.628
37.358,-16.398,-18.471,35.964
37.373,-16.513,-15.879,38.721
37.388,-16.214,-12.791,40.667
37.402,-15.502,-9.516,41.693
37.417,-14.435,-6.321,41.811
37.432,-13.116,-3.489,41.179
37.447,-11.624,-1.144,40.001
37.462,-10.055,0.658,38.469
37.476,-8.491,1.951,36.784
37.491,-7.039,2.803,35.149
37.505,-5.689,3.338,33.560
37.519,-4.464,3.634,32.057
37.534,-3.375,3.767,30.656
37.555,-1.999,3.788,28.753
37.576,-0.894,3.708,27.051
37.598,-0.019,3.613,25.520
37.619,0.673,3.561,24.133
37.639,1.205,3.574,22.932
37.659,1.649,3.663,21.830
37.680,2.030,3.838,20.822
37.700,2.381,4.101,19.903
37.720,2.730,4.454,19.073
37.740,3.088,4.905,18.339
37.760,3.471,5.464,17.712
37.781,3.895,6.134,17.203
37.804,4.462,7.054,16.785
37.828,5.121,8.146,16.595
37.851,5.886,9.409,16.688
37.874,6.770,10.820,17.132
37.902,7.968,12.609,18.202
37.930,9.312,14.366,20.028
37.957,10.730,15.802,22.676
37.985,12.072,16.523,26.020
38.003,12.794,16.408,28.374
38.021,13.335,15.767,30.708
38.038,13.635,14.599,32.834
38.056,13.659,12.970,34.580
38.074,13.388,11.021,35.797
38.091,12.834,8.954,36.420
38.109,12.037,6.954,36.459
38.127,11.058,5.161,35.987
38.146,9.878,3.558,35.048
38.165,8.661,2.353,33.808
38.184,7.483,1.535,32.394
38.203,6.397,1.034,30.927
38.223,5.415,0.761,29.450
38.242,4.576,0.674,28.016
38.262,3.882,0.717,26.643
38.282,3.328,0.844,25.339
38.306,2.811,1.077,23.809
38.331,2.464,1.364,22.383
38.355,2.264,1.686,21.055
38.380,2.182,2.047,19.824
38.406,2.198,2.491,18.619
38.432,2.321,3.005,17.526
38.458,2.552,3.610,16.552
38.484,2.884,4.340,15.713
38.510,3.318,5.228,15.036
38.535,3.878,6.308,14.551
38.561,4.583,7.614,14.315
38.587,5.454,9.166,14.413
38.609,6.311,10.635,14.822
38.630,7.302,12.251,15.620
38.651,8.423,13.948,16.899
38.673,9.653,15.602,18.742
38.694,10.945,17.042,21.200
38.715,12.217,17.975,24.249
38.737,13.354,18.119,27.724
38.758,14.209,17.282,31.293
38.777,14.607,15.687,34.105
38.795,14.610,13.463,36.330
38.814,14.189,10.873,37.757
38.832,13.382,8.156,38.313
38.848,12.420,5.887,38.132
38.865,11.284,3.913,37.438
38.881,10.053,2.314,36.363
38.897,8.796,1.105,35.060
38.914,7.537,0.223,33.615
38.931,6.361,-0.345,32.138
38.947,5.298,-0.665,30.683
38.964,4.365,-0.809,29.284
38.986,3.330,-0.828,27.529
39.009,2.509,-0.729,25.893
39.031,1.878,-0.576,24.370
39.053,1.405,-0.408,22.949
39.075,1.060,-0.246,21.631
39.097,0.814,-0.097,20.393
39.119,0.650,0.033,19.230
39.141,0.544,0.149,18.134
39.163,0.475,0.262,17.101
39.185,0.443,0.371,16.129
39.207,0.441,0.480,15.213
39.229,0.463,0.598,14.350
39.255,0.511,0.759,13.402
39.281,0.588,0.951,12.521
39.307,0.699,1.185,11.704
39.333,0.845,1.481,10.950
39.365,1.091,1.971,10.095
39.398,1.429,2.639,9.346
39.430,1.891,3.556,8.728
39.463,2.526,4.813,8.291
39.488,3.183,6.097,8.132
39.513,4.020,7.726,8.208
39.539,5.078,9.760,8.640
39.564,6.403,12.221,9.619
39.584,7.642,14.411,10.919
39.604,9.070,16.763,12.871
39.623,10.669,19.097,15.628
39.643,12.373,21.105,19.292
39.657,13.599,22.115,22.483
39.671,14.757,22.547,26.057
39.685,15.771,22.231,29.849
39.700,16.554,21.063,33.621
39.714,17.025,19.008,37.072
39.728,17.110,16.223,39.891
39.742,16.772,12.953,41.857
39.756,16.028,9.464,42.867
39.769,15.029,6.331,42.976
39.782,13.789,3.499,42.417
39.795,12.381,1.098,41.344
39.808,10.881,-0.821,39.941
39.821,9.344,-2.285,38.362
39.834,7.843,-3.328,36.728
39.848,6.422,-4.017,35.122
39.861,5.109,-4.438,33.597
39.878,3.560,-4.713,31.739
39.895,2.232,-4.777,30.067
39.913,1.113,-4.733,28.570
39.930,0.185,-4.652,27.225
39.950,-0.679,-4.570,25.847
39.970,-1.377,-4.537,24.608
39.990,-1.945,-4.577,23.489
40.010,-2.426,-4.704,22.478
40.031,-2.895,-4.945,21.487
40.053,-3.331,-5.301,20.618
40.074,-3.757,-5.779,19.878
40.096,-4.204,-6.376,19.275
40.118,-4.697,-7.090,18.824
40.139,-5.245,-7.926,18.554
40.161,-5.858,-8.883,18.496
40.182,-6.548,-9.942,18.687
40.208,-7.479,-11.302,19.296
40.234,-8.512,-12.678,20.408
40.260,-9.613,-13.921,22.075
40.286,-10.709,-14.824,24.269
40.305,-11.481,-15.135,26.227
40.325,-12.130,-15.010,28.306
40.345,-12.593,-14.394,30.348
40.364,-12.819,-13.298,32.181
40.384,-12.773,-11.799,33.624
40.404,-12.444,-10.065,34.559
40.423,-11.853,-8.277,34.940
40.443,-11.052,-6.582,34.788
40.465,-9.995,-4.950,34.110
40.487,-8.864,-3.691,33.032
40.509,-7.751,-2.828,31.692
40.531,-6.722,-2.308,30.250
40.552,-5.865,-2.054,28.890
40.573,-5.139,-1.986,27.550
40.593,-4.550,-2.056,26.257
40.614,-4.095,-2.225,25.025
40.641,-3.691,-2.548,23.546
40.668,-3.469,-2.965,22.183
40.694,-3.413,-3.465,20.944
40.721,-3.501,-4.061,19.840
40.749,-3.724,-4.807,18.854
40.776,-4.093,-5.699,18.057
40.804,-4.616,-6.760,17.492
40.832,-5.295,-8.015,17.222
40.861,-6.164,-9.524,17.335
40.889,-7.222,-11.220,17.980
40.918,-8.455,-12.995,19.290
40.947,-9.808,-14.623,21.366
40.966,-10.740,-15.477,23.220
40.986,-11.627,-15.977,25.384
41.005,-12.403,-15.995,27.748
41.024,-12.996,-15.451,30.142
41.044,-13.339,-14.312,32.349
41.063,-13.373,-12.688,34.142
41.083,-13.076,-10.750,35.359
41.102,-12.471,-8.672,35.926
41.120,-11.674,-6.784,35.885
41.138,-10.714,-5.113,35.369
41.157,-9.662,-3.742,34.481
41.175,-8.585,-2.698,33.354
41.194,-7.487,-1.928,32.040
41.213,-6.474,-1.447,30.664
41.232,-5.573,-1.199,29.284
41.251,-4.803,-1.122,27.939
41.275,-4.022,-1.184,26.324
41.299,-3.436,-1.370,24.802
41.323,-3.023,-1.635,23.377
41.347,-2.762,-1.957,22.049
41.371,-2.630,-2.322,20.844
41.394,-2.607,-2.737,19.731
41.417,-2.686,-3.209,18.713
41.441,-2.857,-3.757,17.798
41.464,-3.112,-4.403,16.996
41.488,-3.461,-5.164,16.323
41.511,-3.913,-6.064,15.803
41.535,-4.475,-7.123,15.473
41.566,-5.432,-8.832,15.413
41.598,-6.650,-10.890,15.981
41.630,-8.137,-13.196,17.405
41.662,-9.840,-15.432,19.921
41.679,-10.825,-16.447,21.832
41.697,-11.789,-17.151,24.091
41.714,-12.678,-17.411,26.618
41.732,-13.421,-17.118,29.270
41.749,-13.952,-16.200,31.855
41.767,-14.199,-14.699,34.133
41.784,-14.119,-12.734,35.901
41.802,-13.708,-10.470,37.028
41.818,-13.051,-8.288,37.459
41.834,-12.174,-6.228,37.329
41.851,-11.138,-4.418,36.725
41.867,-10.008,-2.930,35.772
41.884,-8.776,-1.719,34.523
41.902,-7.578,-0.866,33.137
41.919,-6.460,-0.324,31.701
41.936,-5.455,-0.019,30.279
41.957,-4.425,0.131,28.650
41.978,-3.574,0.120,27.103
41.998,-2.893,0.010,25.646
42.019,-2.365,-0.153,24.276
42.044,-1.902,-0.383,22.744
42.068,-1.593,-0.629,21.318
42.093,-1.415,-0.878,19.989
42.118,-1.333,-1.140,18.750
42.141,-1.320,-1.420,17.639
42.165,-1.372,-1.731,16.606
42.189,-1.488,-2.085,15.650
42.213,-1.662,-2.505,14.773
42.239,-1.919,-3.067,13.911
42.265,-2.261,-3.762,13.159
42.290,-2.704,-4.627,12.539
42.316,-3.269,-5.706,12.087
42.343,-3.998,-7.073,11.855
42.370,-4.916,-8.766,11.948
42.396,-6.055,-10.808,12.504
42.423,-7.441,-13.157,13.721
42.443,-8.702,-15.132,15.284
42.464,-10.098,-17.067,17.531
42.485,-11.576,-18.719,20.532
42.506,-13.034,-19.763,24.239
42.521,-14.002,-19.925,27.284
42.536,-14.809,-19.439,30.429
42.551,-15.381,-18.244,33.458
42.566,-15.655,-16.370,36.139
42.582,-15.588,-13.937,38.238
42.597,-15.162,-11.187,39.608
42.612,-14.398,-8.374,40.203
42.627,-13.351,-5.709,40.067
42.643,-12.050,-3.288,39.304
42.659,-10.622,-1.333,38.088
42.674,-9.156,0.128,36.589
42.690,-7.724,1.144,34.979
42.706,-6.390,1.805,33.392
42.721,-5.174,2.192,31.852
42.737,-4.093,2.380,30.391
42.753,-3.151,2.437,29.019
42.774,-2.082,2.397,27.288
42.795,-1.232,2.296,25.702
42.816,-0.566,2.191,24.242
42.838,-0.046,2.119,22.891
42.858,0.348,2.094,21.702
42.878,0.670,2.122,20.589
42.898,0.940,2.209,19.549
42.918,1.181,2.356,18.577
42.938,1.415,2.564,17.669
42.958,1.651,2.841,16.827
42.978,1.899,3.194,16.053
42.999,2.173,3.630,15.351
43.023,2.562,4.283,14.604
43.047,3.027,5.101,13.992
43.072,3.585,6.115,13.548
43.096,4.265,7.348,13.318
43.123,5.197,8.995,13.397
43.151,6.342,10.969,13.971
43.178,7.718,13.214,15.225
43.205,9.311,15.539,17.372
43.222,10.403,16.901,19.274
43.239,11.520,18.021,21.626
43.256,12.607,18.735,24.386
43.273,13.593,18.880,27.439
43.291,14.395,18.310,30.599
43.308,14.917,16.982,33.576
43.325,15.082,14.965,36.086
43.342,14.858,12.419,37.912
43.357,14.337,9.937,38.840
43.372,13.541,7.474,39.110
43.387,12.522,5.206,38.789
43.403,11.347,3.254,37.997
43.418,10.028,1.609,36.824
43.434,8.694,0.380,35.437
43.450,7.405,-0.469,33.949
43.466,6.204,-1.012,32.453
43.484,4.982,-1.359,30.812
43.502,3.923,-1.497,29.253
43.520,3.025,-1.502,27.788
43.538,2.283,-1.432,26.416
43.560,1.567,-1.306,24.874
43.582,1.018,-1.172,23.440
43.603,0.604,-1.057,22.102
43.625,0.291,-0.975,20.849
43.650,0.017,-0.919,19.529
43.674,-0.190,-0.913,18.299
43.698,-0.346,-0.963,17.153
43.723,-0.483,-1.060,16.082
43.746,-0.615,-1.187,15.150
43.768,-0.750,-1.363,14.278
43.791,-0.897,-1.595,13.466
43.814,-1.067,-1.890,12.712
43.841,-1.318,-2.336,11.892
43.868,-1.631,-2.919,11.163
43.895,-2.025,-3.679,10.542
43.922,-2.531,-4.658,10.055
43.952,-3.273,-6.063,9.732
43.982,-4.249,-7.917,9.737
44.013,-5.516,-10.301,10.263
44.043,-7.141,-13.202,11.622
44.061,-8.331,-15.178,13.038
44.080,-9.661,-17.201,15.042
44.098,-11.102,-19.097,17.728
44.117,-12.590,-20.610,21.128
44.135,-14.031,-21.437,25.192
44.154,-15.275,-21.206,29.623
44.172,-16.158,-19.699,33.984
44.191,-16.533,-16.948,37.771
44.206,-16.387,-13.981,40.050
44.221,-15.822,-10.697,41.423
44.236,-14.869,-7.423,41.869
44.251,-13.605,-4.407,41.474
44.265,-12.163,-1.889,40.466
44.280,-10.612,0.103,39.051
44.295,-9.040,1.564,37.407
44.309,-7.516,2.564,35.701
44.324,-6.086,3.212,34.040
44.339,-4.782,3.584,32.460
44.354,-3.620,3.759,30.986
44.368,-2.604,3.807,29.622
44.388,-1.445,3.767,27.938
44.408,-0.509,3.678,26.419
44.428,0.242,3.599,25.039
44.448,0.845,3.569,23.778
44.468,1.338,3.602,22.634
44.488,1.754,3.710,21.583
44.508,2.119,3.900,20.619
44.527,2.459,4.176,19.741
44.547,2.800,4.539,18.949
44.567,3.154,4.997,18.250
44.587,3.533,5.557,17.654
44.606,3.954,6.225,17.174
44.630,4.535,7.171,16.774
44.654,5.212,8.292,16.611
44.677,5.999,9.587,16.745
44.701,6.908,11.027,17.249
44.729,8.132,12.836,18.408
44.757,9.498,14.578,20.348
44.785,10.925,15.944,23.121
44.812,12.247,16.526,26.564
44.830,12.933,16.289,28.932
44.848,13.423,15.520,31.235
44.866,13.659,14.235,33.285
44.883,13.612,12.516,34.914
44.901,13.269,10.519,35.989
44.919,12.651,8.450,36.465
44.937,11.802,6.488,36.368
44.954,10.789,4.763,35.786
44.973,9.601,3.260,34.772
44.992,8.394,2.149,33.494
45.011,7.239,1.411,32.072
45.031,6.183,0.971,30.612
45.051,5.217,0.740,29.119
45.070,4.401,0.686,27.675
45.090,3.733,0.755,26.297
45.110,3.206,0.902,24.990
45.135,2.725,1.153,23.469
45.160,2.411,1.453,22.052
45.185,2.242,1.789,20.736
45.209,2.189,2.166,19.518
45.235,2.232,2.619,18.363
45.260,2.376,3.145,17.317
45.286,2.623,3.765,16.389
45.311,2.970,4.512,15.594
45.338,3.437,5.453,14.943
45.364,4.038,6.601,14.501
45.390,4.795,7.989,14.334
45.417,5.728,9.635,14.541
45.436,6.541,11.011,15.004
45.456,7.465,12.498,15.807
45.475,8.495,14.040,17.018
45.495,9.612,15.540,18.698
45.514,10.783,16.865,20.887
45.533,11.949,17.804,23.574
45.553,13.024,18.145,26.654
45.572,13.904,17.716,29.907
45.591,14.469,16.438,32.947
45.610,14.647,14.430,35.496
45.629,14.385,11.923,37.282
45.648,13.705,9.154,38.181
45.664,12.859,6.855,38.254
45.680,11.817,4.785,37.785
45.696,10.649,3.047,36.889
45.712,9.424,1.680,35.712
45.728,8.151,0.631,34.326
45.745,6.939,-0.078,32.868
45.762,5.827,-0.507,31.407
45.778,4.837,-0.730,29.989
45.799,3.763,-0.820,28.271
45.821,2.891,-0.767,26.661
45.842,2.202,-0.640,25.157
45.863,1.673,-0.483,23.751
45.888,1.205,-0.288,22.183
45.914,0.884,-0.107,20.726
45.939,0.687,0.047,19.371
45.965,0.568,0.184,18.106
45.987,0.501,0.305,17.049
46.010,0.472,0.424,16.055
46.032,0.477,0.544,15.120
46.055,0.506,0.676,14.242
46.081,0.564,0.853,13.307
46.107,0.652,1.065,12.439
46.132,0.777,1.326,11.634
46.158,0.941,1.655,10.894
46.191,1.222,2.211,10.046
46.224,1.608,2.972,9.315
46.257,2.136,4.022,8.735
46.290,2.866,5.461,8.374
46.314,3.584,6.858,8.317
46.339,4.491,8.607,8.529
46.364,5.624,10.752,9.148
46.388,7.020,13.286,10.373
46.407,8.310,15.492,11.916
46.427,9.772,17.777,14.148
46.446,11.373,19.928,17.195
46.465,13.033,21.614,21.104
46.479,14.241,22.322,24.557
46.494,15.334,22.334,28.309
46.508,16.224,21.502,32.141
46.523,16.823,19.775,35.769
46.537,17.055,17.201,38.867
46.551,16.867,14.032,41.165
46.566,16.248,10.578,42.514
46.580,15.242,7.121,42.891
46.594,13.999,4.090,42.457
46.608,12.557,1.504,41.432
46.621,11.004,-0.558,40.001
46.635,9.420,-2.102,38.364
46.648,7.891,-3.182,36.703
46.662,6.443,-3.899,35.067
46.675,5.107,-4.330,33.511
46.689,3.898,-4.558,32.061
46.709,2.385,-4.662,30.158
46.728,1.135,-4.618,28.471
46.748,0.119,-4.526,26.969
46.767,-0.700,-4.450,25.623
46.789,-1.450,-4.426,24.252
46.812,-2.053,-4.496,23.026
46.834,-2.552,-4.678,21.934
46.856,-2.998,-4.978,20.965
46.877,-3.404,-5.360,20.175
46.897,-3.815,-5.851,19.502
46.918,-4.249,-6.455,18.958
46.938,-4.724,-7.171,18.559
46.961,-5.322,-8.096,18.309
46.984,-6.002,-9.156,18.309
47.007,-6.770,-10.333,18.609
47.030,-7.630,-11.581,19.263
47.058,-8.793,-13.117,20.609
47.086,-10.024,-14.422,22.642
47.115,-11.221,-15.199,25.314
47.143,-12.218,-15.156,28.357
47.162,-12.686,-14.533,30.415
47.181,-12.919,-13.445,32.256
47.200,-12.880,-11.977,33.716
47.219,-12.566,-10.250,34.682
47.239,-11.998,-8.436,35.103
47.258,-11.220,-6.712,35.001
47.277,-10.295,-5.201,34.449
47.296,-9.293,-3.978,33.561
47.317,-8.207,-3.006,32.380
47.337,-7.174,-2.359,31.060
47.358,-6.240,-1.996,29.685
47.378,-5.434,-1.846,28.319
47.401,-4.691,-1.851,26.831
47.425,-4.118,-1.997,25.413
47.448,-3.704,-2.242,24.076
47.471,-3.434,-2.562,22.826
47.502,-3.260,-3.103,21.289
47.533,-3.295,-3.759,19.926
47.564,-3.537,-4.540,18.756
47.596,-3.953,-5.502,17.817
47.621,-4.406,-6.456,17.266
47.646,-4.991,-7.575,16.945
47.671,-5.717,-8.868,16.915
47.697,-6.588,-10.324,17.255
47.722,-7.583,-11.874,18.034
47.746,-8.707,-13.446,19.363
47.771,-9.920,-14.874,21.311
47.796,-11.141,-15.916,23.861
47.815,-11.990,-16.272,26.095
47.833,-12.712,-16.136,28.471
47.852,-13.238,-15.442,30.813
47.870,-13.509,-14.196,32.929
47.889,-13.483,-12.480,34.612
47.908,-13.145,-10.487,35.723
47.926,-12.512,-8.422,36.209
47.945,-11.640,-6.455,36.091
47.965,-10.495,-4.578,35.399
47.986,-9.256,-3.111,34.273
48.006,-8.019,-2.081,32.864
48.026,-6.857,-1.431,31.347
48.046,-5.872,-1.082,29.925
48.065,-5.017,-0.932,28.527
48.084,-4.298,-0.929,27.179
48.103,-3.714,-1.025,25.891
48.128,-3.148,-1.240,24.338
48.153,-2.760,-1.524,22.888
48.177,-2.529,-1.856,21.539
48.202,-2.428,-2.234,20.290
48.230,-2.435,-2.729,19.014
48.257,-2.571,-3.309,17.867
48.285,-2.838,-3.994,16.862
48.312,-3.226,-4.830,16.021
48.338,-3.696,-5.781,15.418
48.363,-4.299,-6.927,15.028
48.389,-5.049,-8.293,14.914
48.415,-5.966,-9.887,15.168
48.436,-6.887,-11.414,15.760
48.458,-7.940,-13.048,16.795
48.480,-9.112,-14.692,18.363
48.502,-10.363,-16.180,20.522
48.524,-11.629,-17.304,23.284
48.546,-12.798,-17.751,26.520
48.568,-13.736,-17.272,29.962
48.589,-14.299,-15.787,33.216
48.608,-14.391,-13.835,35.432
48.626,-14.105,-11.472,36.974
48.644,-13.450,-8.967,37.745
48.662,-12.487,-6.536,37.752
48.680,-11.308,-4.385,37.125
48.698,-10.005,-2.652,36.031
48.717,-8.671,-1.374,34.630
48.735,-7.383,-0.509,33.099
48.752,-6.230,0.017,31.613
48.770,-5.199,0.304,30.150
48.787,-4.301,0.417,28.741
48.805,-3.540,0.412,27.400
48.828,-2.736,0.303,25.744
48.851,-2.128,0.130,24.199
48.874,-1.685,-0.067,22.757
48.897,-1.376,-0.268,21.407
48.920,-1.170,-0.468,20.167
48.942,-1.046,-0.667,19.002
48.965,-0.993,-0.866,17.910
48.987,-0.993,-1.078,16.885
49.010,-1.033,-1.317,15.925
49.032,-1.117,-1.588,15.028
49.055,-1.245,-1.904,14.195
49.078,-1.418,-2.281,13.427
49.106,-1.706,-2.873,12.557
49.134,-2.089,-3.631,11.808
49.163,-2.592,-4.609,11.208
49.191,-3.248,-5.866,10.808
49.213,-3.880,-7.064,10.685
49.235,-4.648,-8.502,10.783
49.257,-5.573,-10.198,11.186
49.279,-6.674,-12.148,12.004
49.301,-7.961,-14.306,13.372
49.322,-9.435,-16.553,15.474
49.344,-11.054,-18.651,18.450
49.366,-12.719,-20.214,22.330
49.381,-13.830,-20.736,25.532
49.397,-14.809,-20.584,28.962
49.412,-15.568,-19.644,32.397
49.427,-16.028,-17.897,35.569
49.443,-16.125,-15.424,38.182
49.458,-15.820,-12.485,40.017
49.473,-15.118,-9.376,40.975
49.489,-14.074,-6.348,41.067
49.504,-12.773,-3.635,40.433
49.519,-11.307,-1.400,39.266
49.535,-9.772,0.305,37.754
49.550,-8.249,1.516,36.094
49.565,-6.847,2.304,34.487
49.580,-5.551,2.791,32.922
49.594,-4.382,3.053,31.437
49.609,-3.350,3.161,30.047
49.631,-2.093,3.163,28.203
49.652,-1.088,3.077,26.535
49.673,-0.294,2.980,25.019
49.695,0.330,2.920,23.631
49.715,0.803,2.919,22.431
49.735,1.195,2.982,21.319
49.755,1.530,3.120,20.290
49.775,1.835,3.335,19.339
49.795,2.136,3.627,18.466
49.815,2.443,4.007,17.673
49.835,2.770,4.482,16.968
49.855,3.132,5.060,16.359
49.879,3.630,5.885,15.780
49.903,4.216,6.889,15.387
49.927,4.908,8.089,15.229
49.950,5.728,9.487,15.370
49.978,6.837,11.297,15.996
50.005,8.140,13.275,17.294
50.032,9.608,15.227,19.417
50.059,11.149,16.801,22.429
50.077,12.140,17.412,24.892
50.095,13.023,17.496,27.594
50.113,13.721,16.944,30.356
50.131,14.157,15.723,32.951
50.149,14.270,13.885,35.121
50.167,14.025,11.639,36.664
50.185,13.426,9.232,37.481
50.203,12.527,6.869,37.568
50.221,11.404,4.741,37.031
50.239,10.148,3.000,36.021
50.257,8.852,1.694,34.692
50.275,7.589,0.792,33.213
50.293,6.436,0.225,31.742
50.310,5.399,-0.093,30.283
50.328,4.494,-0.226,28.871
50.346,3.725,-0.234,27.524
50.369,2.907,-0.129,25.842
50.393,2.289,0.049,24.273
50.416,1.844,0.260,22.808
50.440,1.539,0.481,21.439
50.462,1.345,0.701,20.208
50.485,1.236,0.927,19.054
50.507,1.200,1.161,17.972
50.530,1.222,1.415,16.959
50.552,1.289,1.706,16.014
50.575,1.406,2.041,15.136
50.597,1.575,2.435,14.326
50.620,1.798,2.905,13.590
50.649,2.171,3.657,12.765
50.678,2.665,4.621,12.095
50.706,3.312,5.860,11.631
50.735,4.149,7.435,11.458
50.755,4.871,8.766,11.574
50.776,5.724,10.306,11.959
50.796,6.721,12.047,12.698
50.816,7.869,13.946,13.893
